Username,Rating,Date,Review,Reply,Reply Date,Usefulness,Reply_Time_Days,Sentiment_Score,Sentiment,Tokens,UI_Issue,Performance_Issue,Feature_Request,Support_Complaint,Pricing_Complaint,delivery_issues,Payment_Problems,Food_Quality,Promotions_Issues
AMIT KRISHNA GUPTA & CO.,1,2025-04-11,swiggy instamart is pathetic app first they will give you coupon then after order their delivery boy will mark the order as delivered and ate coupon money on complaint they will do nothing,"Hey there, that should not have happened and we would like to get this checked right away. Kindly help us with your order ID over an email to swiggysocial@swiggy.in, it will help us take this up with our executives and work on corrective measures.",2025-04-11,0,0,-0.7096,Negative,"['swiggy', 'instamart', 'pathetic', 'app', 'first', 'give', 'coupon', 'order', 'delivery', 'boy', 'mark', 'order', 'delivered', 'ate', 'coupon', 'money', 'complaint', 'nothing']",,,,,,"order, delivery, order, delivered","app, money","order, order","coupon, delivery, coupon"
Shikha Khanna,1,2025-04-11,long delivery time almost more than an hour horrible customer servicethe executive aqib was extremely rude and was not ready to accept that it was a delay from their endthy always say there are no executive s available in my area then why do they have an app  the swiggy service is become even worse nowthey dont even have delivery executives one delivery guy delivers 3 orders at a time and we receive cold n stale food,We're disappointed to know the service has not been to your satisfaction. Kindly write to us at swiggysocial@swiggy.in from your registered email address and we'll have this addressed,2025-04-11,3,0,-0.9492,Negative,"['long', 'delivery', 'time', 'almost', 'hour', 'horrible', 'customer', 'servicethe', 'executive', 'aqib', 'extremely', 'rude', 'ready', 'accept', 'delay', 'endthy', 'always', 'say', 'executive', 'available', 'area', 'app', 'swiggy', 'service', 'become', 'even', 'worse', 'nowthey', 'dont', 'even', 'delivery', 'executives', 'one', 'delivery', 'guy', 'delivers', 'orders', 'time', 'receive', 'cold', 'n', 'stale', 'food']","time, delay, time","time, delay, time",,"long, time, rude, delay, time",,"long, delivery, time, delay, delivery, delivery, time","delay, app","cold, stale, food","delivery, delivery, delivery"
Nareash Nareash,5,2025-04-11,super,"Hey, we are glad to have patrons like you and will strive towards providing better services to keep such reviews coming our way. Keep ordering.",2025-04-11,0,0,0.5994,Positive,['super'],,,,,,,,,
Satish Tamori,5,2025-04-11,super,Hey there! Such positive reviews motivate us to strive hard to provide you a much better experience. Happy ordering. 🙂,2025-04-11,0,0,0.5994,Positive,['super'],,,,,,,,,
sagar bhuse,4,2025-04-11,good service,"Hi there, thank you for the review and the stars. We would love to hear from you about how we could hit the 5-star rating. Please do share your thoughts by dropping an email from your registered address at swiggysocial@swiggy.in. Looking forward to hearing from you. Keep Swiggying till then 😊",2025-04-11,0,0,0.4404,Positive,"['good', 'service']",,,,,,,,good,
Sachin Badhai,5,2025-04-11,i am thankful to you for taking so long to deliver,"Hey there, nothing delights us more than hearing this. We are happy that you had a great experience. Keep Swiggying. 🙂",2025-04-11,0,0,0.5719,Positive,"['thankful', 'taking', 'long', 'deliver']",,,,long,,long,,,
Nikhil Pardeshi,1,2025-04-11,ive been waiting on their customer support to resolve my delayed order for more than 10 mins but theres no response it clearly shows they dont care about their customers now on this their automated swiggysocial handle will respond to raise our concern but they wont resolve they clearly fail to understand its time sensitive,"Hi, we are sorry about the below-par experience with your order. Please write to us at swiggysocial@swiggy.in along with the order ID, so we can assist you better.",2025-04-11,0,0,0.1798,Positive,"['ive', 'waiting', 'customer', 'support', 'resolve', 'delayed', 'order', 'mins', 'theres', 'response', 'clearly', 'shows', 'dont', 'care', 'customers', 'automated', 'swiggysocial', 'handle', 'respond', 'raise', 'concern', 'wont', 'resolve', 'clearly', 'fail', 'understand', 'time', 'sensitive']",time,time,,"resolve, delayed, response, resolve, time",,"waiting, delayed, order, time",,order,
Hatesh Kumar,5,2025-04-11,hatesh kumar very nice ,"Hey, we are glad to have patrons like you and will strive towards providing better services to keep such reviews coming our way. Keep ordering.",2025-04-11,0,0,0.4754,Positive,"['hatesh', 'kumar', 'nice']",,,,,,,,,
naved_ ansari06,5,2025-04-11,gd job,"Hey, thanks for the rating! This motivates us to keep serving you better with every order.",2025-04-11,0,0,0.0,Neutral,"['gd', 'job']",,,,,,,,,
Pankaj Kumar,5,2025-04-11,ok,"Hey there, thank you for the valuable feedback. We request you to let us know more about your experience by writing an email to swiggysocial@swiggy.in so we can make our services better.",2025-04-11,0,0,0.296,Positive,['ok'],,,,,,,,,
chetan chavan,5,2025-04-11,good,"Hey there, nothing delights us more than hearing this. We are happy that you had a great experience. Keep Swiggying. 🙂",2025-04-11,0,0,0.4404,Positive,['good'],,,,,,,,good,
Ankit Tiwari,1,2025-04-11,delivery boy does not come to the given address he goes to another location and call sir i m on location,"Hey there, that should not have happened and we would like to get this checked right away. Kindly help us with your order ID over an email to swiggysocial@swiggy.in, it will help us take this up with our executives and work on corrective measures.",2025-04-11,0,0,0.0,Neutral,"['delivery', 'boy', 'come', 'given', 'address', 'goes', 'another', 'location', 'call', 'sir', 'location']",,,,,,"delivery, address",,,delivery
Nitesh Ranjan,1,2025-04-11,whenever trying to order always restaurants are closed ,"Hi Nitesh, we are disappointed to know about your experience with us. Kindly write to us at swiggysocial@swiggy.in with the issue so that we can check and assist you.",2025-04-11,0,0,0.0,Neutral,"['whenever', 'trying', 'order', 'always', 'restaurants', 'closed']",,,trying,,,order,,order,
Neeraj Sharma,1,2025-04-11,swigg is doing pickpocket work deducting cancelation charge even when they are unable to deliver food on time,We're disappointed to know the service has not been to your satisfaction. Kindly write to us at swiggysocial@swiggy.in from your registered email address and we'll have this addressed,2025-04-11,0,0,0.0,Neutral,"['swigg', 'pickpocket', 'work', 'deducting', 'cancelation', 'charge', 'even', 'unable', 'deliver', 'food', 'time']",time,time,,time,,time,"charge, unable",food,work
Y Kumar,1,2025-04-11,they didnt give me refund after i cancelled my order under 1 minute,"Hi Kumar, we are disappointed to know about your experience with us. Kindly write to us at swiggysocial@swiggy.in with the issue so that we can check and assist you.",2025-04-11,0,0,-0.25,Negative,"['didnt', 'give', 'refund', 'cancelled', 'order', 'minute']",,,,,,order,refund,order,
mohan patil,1,2025-04-11,everytime late deliverybad delivery service,"Hello, we would like to know more about it. Please write to us at swiggysocial@swiggy.in with relevant details elaborating further on your ordering experience with us, so we can set this right for you.",2025-04-11,0,0,0.0,Neutral,"['everytime', 'late', 'deliverybad', 'delivery', 'service']",,,,late,,"late, delivery",,,delivery
Harsh Kamble,5,2025-04-11,best,"Hey there, nothing delights us more than hearing this. We are happy that you had a great experience. Keep Swiggying. 🙂",2025-04-11,0,0,0.6369,Positive,['best'],,,,,,,,,
Prathamesh Bhabal,1,2025-04-11,too bad,"Hi, we are sorry about this. Please help us with the order id over an email at swiggysocial@swiggy.in, so we can help resolve the issue.",2025-04-11,0,0,-0.5423,Negative,['bad'],bad,,,,,,,bad,
Mohd Rayyan,4,2025-04-11,its good for food,Hey there! Such positive reviews motivate us to strive hard to provide you a much better experience. We request you to let us know more about your experience by writing an email to swiggysocial@swiggy.in so we can make our services better.,2025-04-11,0,0,0.4404,Positive,"['good', 'food']",,,,,,,,"good, food",
Fit Mom,1,2025-04-11,recived something else and no help by them,This shouldn't have happened. Kindly help us with the order ID along with the details of the issue by writing to us at swiggysocial@swiggy.in from your registered email ID & we will have this checked.,2025-04-11,0,0,0.128,Positive,"['recived', 'something', 'else', 'help']",,,,help,,else,,,
Sukhman Chahal,5,2025-04-11,good,Hey there! Such positive reviews motivate us to strive hard to provide you a much better experience. Happy ordering. 🙂,2025-04-11,0,0,0.4404,Positive,['good'],,,,,,,,good,
mahesh parmar,5,2025-04-11,very good,Yay! We are super happy to know that you are enjoying our services. Thanks for taking the time out and sharing the review with a perfect star rating. Keep Ordering. 🙂,2025-04-11,0,0,0.4927,Positive,['good'],,,,,,,,good,
Mani Zmr,5,2025-04-11,super,"Hey, we are glad to have patrons like you and will strive towards providing better services to keep such reviews coming our way. Keep ordering.",2025-04-11,0,0,0.5994,Positive,['super'],,,,,,,,,
Begum S,1,2025-04-11,one of the worst apps they cheat ppl without their notice the order gets places dont use this fraudulent app even customer care dont support you guys,"Hey, we request you to let us know more about your experience by writing us an email at swiggysocial@swiggy.in from your registered email ID so that we can have your concern addressed.",2025-04-11,0,0,-0.8723,Negative,"['one', 'worst', 'apps', 'cheat', 'ppl', 'without', 'notice', 'order', 'gets', 'places', 'dont', 'use', 'fraudulent', 'app', 'even', 'customer', 'care', 'dont', 'support', 'guys']",,,use,,,order,app,order,use
Kshitij Bhargava,1,2025-04-11,one of the worst delivery app  cant deliver order on time nor there is an option to contact customer support swiggy customer services has been reduced to hell and no one in right mind would be ordering from them,"Hi, we are sorry about this. Please help us with the order id over an email at swiggysocial@swiggy.in, so we can help resolve the issue.",2025-04-11,0,0,-0.8481,Negative,"['one', 'worst', 'delivery', 'app', 'cant', 'deliver', 'order', 'time', 'option', 'contact', 'customer', 'support', 'swiggy', 'customer', 'services', 'reduced', 'hell', 'one', 'right', 'mind', 'would', 'ordering']",time,time,would,time,,"delivery, order, time",app,order,delivery
Vaibhav. Rompicharla,1,2025-04-11,please dont order in swiggy,"Hi there, we request you to kindly have your order ID shared with us by writing to us at Swiggysocial@swiggy.in so that we can get to the bottom of this to check what transpired. It will help us get back to you with an apt resolution.",2025-04-11,0,0,0.3182,Positive,"['please', 'dont', 'order', 'swiggy']",,,please,,,order,,order,
Deepa Sharma,1,2025-04-11,very bad serviceno issues are resolvedif there is an option for help in your aap then please do it if your team is not able to help then remove the option for help your team is never responding to the issues and asking for feedback without doing the job  shame on your service just making users fool by fake services if not able to resolve the problem then remove the option for help because your app is wasting time for the users,"Hey, we're sorry for the inconvenience caused. Kindly drop us an email at swiggysocial@swiggy.in from your registered email address regarding the same, and we'll work on fixing the issue asap.",2025-04-11,0,0,-0.8114,Negative,"['bad', 'serviceno', 'issues', 'resolvedif', 'option', 'help', 'aap', 'please', 'team', 'able', 'help', 'remove', 'option', 'help', 'team', 'never', 'responding', 'issues', 'asking', 'feedback', 'without', 'job', 'shame', 'service', 'making', 'users', 'fool', 'fake', 'services', 'able', 'resolve', 'problem', 'remove', 'option', 'help', 'app', 'wasting', 'time', 'users']","bad, problem, time","responding, time",please,"help, help, help, never, feedback, resolve, help, time",,"never, time",app,bad,
Pãnuganti Goutham,5,2025-04-11,excellent,"Hey there, nothing delights us more than hearing this. We are happy that you had a great experience. Keep Swiggying. 🙂",2025-04-11,0,0,0.5719,Positive,['excellent'],,,,,,,,,
Nikita Singh,1,2025-04-11,my problem is not shovel here swiggy customers service is very very bad im gonna uninstall the swiggy app,"Hello, we would like to know more about it. Please write to us at swiggysocial@swiggy.in with relevant details elaborating further on your ordering experience with us, so we can set this right for you.",2025-04-11,0,0,-0.7764,Negative,"['problem', 'shovel', 'swiggy', 'customers', 'service', 'bad', 'im', 'gon', 'na', 'uninstall', 'swiggy', 'app']","problem, bad",,im,,,,app,bad,
